"Close","Date","Symbol"
0,1,"A"
107,2,"A"
185,3,"A"
134,4,"A"
208,5,"A"
263,6,"A"
288,7,"A"
261,8,"A"
219,9,"A"
151,10,"A"
213,11,"A"
236,12,"A"
288,13,"A"
299,14,"A"
250,15,"A"
272,16,"A"
390,17,"A"
358,18,"A"
383,19,"A"
438,20,"A"
459,21,"A"
466,22,"A"
562,23,"A"
525,24,"A"
533,25,"A"
529,26,"A"
510,27,"A"
484,28,"A"
491,29,"A"
454,30,"A"
435,31,"A"
351,32,"A"
416,33,"A"
538,34,"A"
649,35,"A"
552,36,"A"
642,37,"A"
729,38,"A"
803,39,"A"
881,40,"A"
954,41,"A"
937,42,"A"
849,43,"A"
774,44,"A"
743,45,"A"
853,46,"A"
807,47,"A"
861,48,"A"
839,49,"A"
871,50,"A"
748,51,"A"
755,52,"A"
820,53,"A"
892,54,"A"
816,55,"A"
737,56,"A"
822,57,"A"
867,58,"A"
931,59,"A"
974,60,"A"
932,61,"A"
1000,62,"A"
977,63,"A"
936,64,"A"
127,1,"AAL"
59,2,"AAL"
246,3,"AAL"
0,4,"AAL"
140,5,"AAL"
192,6,"AAL"
512,7,"AAL"
682,8,"AAL"
630,9,"AAL"
677,10,"AAL"
756,11,"AAL"
666,12,"AAL"
755,13,"AAL"
795,14,"AAL"
738,15,"AAL"
939,16,"AAL"
900,17,"AAL"
996,18,"AAL"
995,19,"AAL"
923,20,"AAL"
923,21,"AAL"
966,22,"AAL"
996,23,"AAL"
1000,24,"AAL"
896,25,"AAL"
892,26,"AAL"
861,27,"AAL"
778,28,"AAL"
759,29,"AAL"
747,30,"AAL"
689,31,"AAL"
635,32,"AAL"
561,33,"AAL"
498,34,"AAL"
432,35,"AAL"
498,36,"AAL"
486,37,"AAL"
498,38,"AAL"
370,39,"AAL"
379,40,"AAL"
425,41,"AAL"
373,42,"AAL"
612,43,"AAL"
679,44,"AAL"
614,45,"AAL"
817,46,"AAL"
913,47,"AAL"
767,48,"AAL"
659,49,"AAL"
712,50,"AAL"
473,51,"AAL"
434,52,"AAL"
534,53,"AAL"
605,54,"AAL"
517,55,"AAL"
353,56,"AAL"
510,57,"AAL"
569,58,"AAL"
616,59,"AAL"
678,60,"AAL"
609,61,"AAL"
641,62,"AAL"
557,63,"AAL"
504,64,"AAL"
841,1,"AAP"
835,2,"AAP"
825,3,"AAP"
824,4,"AAP"
809,5,"AAP"
753,6,"AAP"
794,7,"AAP"
827,8,"AAP"
819,9,"AAP"
747,10,"AAP"
813,11,"AAP"
818,12,"AAP"
829,13,"AAP"
871,14,"AAP"
844,15,"AAP"
838,16,"AAP"
840,17,"AAP"
849,18,"AAP"
865,19,"AAP"
884,20,"AAP"
945,21,"AAP"
963,22,"AAP"
1000,23,"AAP"
968,24,"AAP"
980,25,"AAP"
999,26,"AAP"
968,27,"AAP"
896,28,"AAP"
881,29,"AAP"
891,30,"AAP"
322,31,"AAP"
265,32,"AAP"
314,33,"AAP"
312,34,"AAP"
318,35,"AAP"
279,36,"AAP"
288,37,"AAP"
284,38,"AAP"
295,39,"AAP"
316,40,"AAP"
326,41,"AAP"
286,42,"AAP"
279,43,"AAP"
195,44,"AAP"
135,45,"AAP"
155,46,"AAP"
68,47,"AAP"
43,48,"AAP"
106,49,"AAP"
78,50,"AAP"
23,51,"AAP"
0,52,"AAP"
162,53,"AAP"
250,54,"AAP"
