"Close","Date","Symbol"
559,1,"A"
606,2,"A"
595,3,"A"
440,4,"A"
256,5,"A"
303,6,"A"
440,7,"A"
211,8,"A"
18,9,"A"
0,10,"A"
69,11,"A"
155,12,"A"
301,13,"A"
307,14,"A"
349,15,"A"
355,16,"A"
396,17,"A"
262,18,"A"
162,19,"A"
98,20,"A"
209,21,"A"
274,22,"A"
285,23,"A"
404,24,"A"
355,25,"A"
358,26,"A"
399,27,"A"
413,28,"A"
567,29,"A"
630,30,"A"
482,31,"A"
277,32,"A"
358,33,"A"
349,34,"A"
250,35,"A"
352,36,"A"
435,37,"A"
532,38,"A"
547,39,"A"
672,40,"A"
650,41,"A"
647,42,"A"
639,43,"A"
689,44,"A"
723,45,"A"
897,46,"A"
959,47,"A"
1000,48,"A"
941,49,"A"
944,50,"A"
867,51,"A"
882,52,"A"
855,53,"A"
938,54,"A"
998,55,"A"
900,56,"A"
923,57,"A"
823,58,"A"
754,59,"A"
802,60,"A"
779,61,"A"
731,62,"A"
722,63,"A"
408,1,"AAL"
388,2,"AAL"
355,3,"AAL"
285,4,"AAL"
215,5,"AAL"
233,6,"AAL"
315,7,"AAL"
171,8,"AAL"
27,9,"AAL"
0,10,"AAL"
31,11,"AAL"
191,12,"AAL"
181,13,"AAL"
205,14,"AAL"
249,15,"AAL"
332,16,"AAL"
347,17,"AAL"
235,18,"AAL"
160,19,"AAL"
191,20,"AAL"
152,21,"AAL"
270,22,"AAL"
279,23,"AAL"
288,24,"AAL"
295,25,"AAL"
344,26,"AAL"
436,27,"AAL"
437,28,"AAL"
538,29,"AAL"
531,30,"AAL"
489,31,"AAL"
431,32,"AAL"
461,33,"AAL"
465,34,"AAL"
435,35,"AAL"
442,36,"AAL"
478,37,"AAL"
513,38,"AAL"
534,39,"AAL"
575,40,"AAL"
576,41,"AAL"
607,42,"AAL"
702,43,"AAL"
721,44,"AAL"
845,45,"AAL"
808,46,"AAL"
940,47,"AAL"
914,48,"AAL"
920,49,"AAL"
797,50,"AAL"
610,51,"AAL"
627,52,"AAL"
687,53,"AAL"
760,54,"AAL"
830,55,"AAL"
866,56,"AAL"
1000,57,"AAL"
983,58,"AAL"
877,59,"AAL"
942,60,"AAL"
1000,61,"AAL"
950,62,"AAL"
857,63,"AAL"
589,1,"AAP"
568,2,"AAP"
543,3,"AAP"
288,4,"AAP"
99,5,"AAP"
155,6,"AAP"
285,7,"AAP"
126,8,"AAP"
0,9,"AAP"
50,10,"AAP"
69,11,"AAP"
174,12,"AAP"
245,13,"AAP"
275,14,"AAP"
287,15,"AAP"
316,16,"AAP"
326,17,"AAP"
234,18,"AAP"
277,19,"AAP"
191,20,"AAP"
269,21,"AAP"
253,22,"AAP"
291,23,"AAP"
256,24,"AAP"
227,25,"AAP"
171,26,"AAP"
332,27,"AAP"
445,28,"AAP"
482,29,"AAP"
383,30,"AAP"
369,31,"AAP"
427,32,"AAP"
290,33,"AAP"
350,34,"AAP"
313,35,"AAP"
339,36,"AAP"
334,37,"AAP"
374,38,"AAP"
277,39,"AAP"
260,40,"AAP"
324,41,"AAP"
424,42,"AAP"
440,43,"AAP"
480,44,"AAP"
546,45,"AAP"
598,46,"AAP"
651,47,"AAP"
613,48,"AAP"
574,49,"AAP"
529,50,"AAP"
430,51,"AAP"
457,52,"AAP"
469,53,"AAP"
519,54,"AAP"
721,55,"AAP"
674,56,"AAP"
725,57,"AAP"
772,58,"AAP"
825,59,"AAP"
728,60,"AAP"
764,61,"AAP"
922,62,"AAP"
1000,63,"AAP"
167,1,"AAPL"
173,2,"AAPL"
146,3,"AAPL"
97,4,"AAPL"
38,5,"AAPL"
38,6,"AAPL"
87,7,"AAPL"
38,8,"AAPL"
11,9,"AAPL"
26,10,"AAPL"
0,11,"AAPL"
7,12,"AAPL"
49,13,"AAPL"
93,14,"AAPL"
96,15,"AAPL"
47,16,"AAPL"
351,17,"AAPL"
380,18,"AAPL"
536,19,"AAPL"
524,20,"AAPL"
508,21,"AAPL"
518,22,"AAPL"
526,23,"AAPL"
585,24,"AAPL"
539,25,"AAPL"
524,26,"AAPL"
493,27,"AAPL"
476,28,"AAPL"
528,29,"AAPL"
534,30,"AAPL"
535,31,"AAPL"
499,32,"AAPL"
561,33,"AAPL"
610,34,"AAPL"
611,35,"AAPL"
623,36,"AAPL"
629,37,"AAPL"
678,38,"AAPL"
759,39,"AAPL"
747,40,"AAPL"
828,41,"AAPL"
811,42,"AAPL"
780,43,"AAPL"
843,44,"AAPL"
894,45,"AAPL"
912,46,"AAPL"
899,47,"AAPL"
972,48,"AAPL"
1000,49,"AAPL"
980,50,"AAPL"
903,51,"AAPL"
853,52,"AAPL"
898,53,"AAPL"
892,54,"AAPL"
897,55,"AAPL"
882,56,"AAPL"
835,57,"AAPL"
831,58,"AAPL"
804,59,"AAPL"
807,60,"AAPL"
834,61,"AAPL"
887,62,"AAPL"
934,63,"AAPL"
545,1,"ABBV"
666,2,"ABBV"
681,3,"ABBV"
555,4,"ABBV"
402,5,"ABBV"
255,6,"ABBV"
403,7,"ABBV"
86,8,"ABBV"
0,9,"ABBV"
35,10,"ABBV"
135,11,"ABBV"
160,12,"ABBV"
202,13,"ABBV"
287,14,"ABBV"
343,15,"ABBV"
356,16,"ABBV"
276,17,"ABBV"
259,18,"ABBV"
426,19,"ABBV"
475,20,"ABBV"
544,21,"ABBV"
498,22,"ABBV"
456,23,"ABBV"
474,24,"ABBV"
430,25,"ABBV"
612,26,"ABBV"
550,27,"ABBV"
561,28,"ABBV"
572,29,"ABBV"
555,30,"ABBV"
620,31,"ABBV"
603,32,"ABBV"
626,33,"ABBV"
740,34,"ABBV"
685,35,"ABBV"
659,36,"ABBV"
694,37,"ABBV"
725,38,"ABBV"
728,39,"ABBV"
736,40,"ABBV"
732,41,"ABBV"
761,42,"ABBV"
744,43,"ABBV"
765,44,"ABBV"
786,45,"ABBV"
855,46,"ABBV"
836,47,"ABBV"
714,48,"ABBV"
727,49,"ABBV"
752,50,"ABBV"
696,51,"ABBV"
745,52,"ABBV"
729,53,"ABBV"
758,54,"ABBV"
785,55,"ABBV"
748,56,"ABBV"
662,57,"ABBV"
705,58,"ABBV"
690,59,"ABBV"
826,60,"ABBV"
972,61,"ABBV"
1000,62,"ABBV"
966,63,"ABBV"
284,1,"ABC"
253,2,"ABC"
274,3,"ABC"
204,4,"ABC"
124,5,"ABC"
123,6,"ABC"
259,7,"ABC"
200,8,"ABC"
123,9,"ABC"
155,10,"ABC"
128,11,"ABC"
195,12,"ABC"
170,13,"ABC"
181,14,"ABC"
170,15,"ABC"
185,16,"ABC"
190,17,"ABC"
0,18,"ABC"
57,19,"ABC"
107,20,"ABC"
216,21,"ABC"
188,22,"ABC"
132,23,"ABC"
209,24,"ABC"
179,25,"ABC"
157,26,"ABC"
144,27,"ABC"
253,28,"ABC"
354,29,"ABC"
371,30,"ABC"
412,31,"ABC"
431,32,"ABC"
506,33,"ABC"
608,34,"ABC"
642,35,"ABC"
727,36,"ABC"
786,37,"ABC"
813,38,"ABC"
883,39,"ABC"
909,40,"ABC"
964,41,"ABC"
955,42,"ABC"
958,43,"ABC"
947,44,"ABC"
1000,45,"ABC"
919,46,"ABC"
892,47,"ABC"
878,48,"ABC"
847,49,"ABC"
839,50,"ABC"
796,51,"ABC"
826,52,"ABC"
802,53,"ABC"
822,54,"ABC"
855,55,"ABC"
840,56,"ABC"
870,57,"ABC"
891,58,"ABC"
897,59,"ABC"
915,60,"ABC"
913,61,"ABC"
927,62,"ABC"
907,63,"ABC"
1000,1,"ABMD"
962,2,"ABMD"
956,3,"ABMD"
795,4,"ABMD"
609,5,"ABMD"
551,6,"ABMD"
696,7,"ABMD"
575,8,"ABMD"
523,9,"ABMD"
583,10,"ABMD"
637,11,"ABMD"
677,12,"ABMD"
707,13,"ABMD"
765,14,"ABMD"
861,15,"ABMD"
831,16,"ABMD"
789,17,"ABMD"
716,18,"ABMD"
587,19,"ABMD"
581,20,"ABMD"
529,21,"ABMD"
335,22,"ABMD"
345,23,"ABMD"
255,24,"ABMD"
210,25,"ABMD"
112,26,"ABMD"
0,27,"ABMD"
